,head_size_list,num_head_list,ff_dim_list,num_transformer_blocks_list,ape_label,time_list,sequence_length_list,n_list,training_loss_list,validation_loss_list,y_pred_ori_list,y_test_ori_list
10,16,2,2,1,35.58605419576493,4.843166828155518,1,200,"0     0.008665
1     0.008347
2     0.009320
3     0.006400
4     0.009524
        ...   
95    0.013024
96    0.007221
97    0.005725
98    0.009524
99    0.010618
Length: 100, dtype: float64","0     0.040704
1     0.041008
2     0.043065
3     0.043316
4     0.044456
        ...   
95    0.051688
96    0.052851
97    0.052750
98    0.053226
99    0.055318
Length: 100, dtype: float64",[0.01605732 0.0159571  0.01585775 ... 0.05944651 0.05930575 0.05916446],[0.0161644  0.01598695 0.01582512 ... 0.14433559 0.14416557 0.14399484]
11,16,2,2,1,39.28422166123352,4.707083225250244,1,220,"0     0.007877
1     0.010731
2     0.006100
3     0.007925
4     0.006373
        ...   
95    0.006573
96    0.007709
97    0.005994
98    0.006350
99    0.009146
Length: 100, dtype: float64","0     0.042319
1     0.044427
2     0.046146
3     0.045844
4     0.045682
        ...   
95    0.043676
96    0.043675
97    0.044793
98    0.045902
99    0.049090
Length: 100, dtype: float64",[0.02976079 0.03024022 0.03072309 ... 0.05450211 0.0544175  0.05433327],[0.02947149 0.02980547 0.03013812 ... 0.17697042 0.17692778 0.17688738]
12,16,2,2,1,39.12858291645491,4.68056845664978,1,240,"0     0.007889
1     0.005373
2     0.005951
3     0.006337
4     0.005675
        ...   
95    0.005403
96    0.005211
97    0.004661
98    0.004499
99    0.005921
Length: 100, dtype: float64","0     0.043972
1     0.043139
2     0.043562
3     0.043137
4     0.042568
        ...   
95    0.042768
96    0.042916
97    0.044277
98    0.043405
99    0.042815
Length: 100, dtype: float64",[0.06477606 0.06563932 0.06651978 ... 0.08369922 0.08373385 0.08376809],[0.04561496 0.04617485 0.04674202 ... 0.18114085 0.18127434 0.18140422]
13,16,2,2,1,45.159616327834975,4.757657289505005,1,260,"0     0.004925
1     0.006715
2     0.007543
3     0.007766
4     0.006227
        ...   
95    0.003414
96    0.006348
97    0.004912
98    0.003827
99    0.005455
Length: 100, dtype: float64","0     0.029038
1     0.029302
2     0.028567
3     0.028558
4     0.028860
        ...   
95    0.029718
96    0.029737
97    0.030092
98    0.030604
99    0.031566
Length: 100, dtype: float64",[0.09949496 0.09977683 0.10003731 ... 0.07108145 0.07118011 0.07127823],[0.06456934 0.06466025 0.06472665 ... 0.15717898 0.15742546 0.15767121]
14,16,2,2,1,48.5109562967795,4.653225660324097,1,280,"0     0.003623
1     0.008072
2     0.004916
3     0.003988
4     0.005761
        ...   
95    0.003766
96    0.003827
97    0.004911
98    0.004136
99    0.004621
Length: 100, dtype: float64","0     0.042747
1     0.042577
2     0.041933
3     0.041331
4     0.041472
        ...   
95    0.041104
96    0.041131
97    0.040236
98    0.041004
99    0.040885
Length: 100, dtype: float64",[0.04231107 0.04202824 0.04174048 ... 0.04497534 0.04514114 0.0453059 ],[0.04967561 0.04918997 0.04869852 ... 0.10729694 0.10767973 0.1080609 ]
15,16,2,2,1,47.21303984542824,4.778362274169922,1,300,"0     0.005248
1     0.003391
2     0.004558
3     0.004946
4     0.003241
        ...   
95    0.004422
96    0.006431
97    0.004404
98    0.005879
99    0.004299
Length: 100, dtype: float64","0     0.048114
1     0.047240
2     0.047215
3     0.048479
4     0.049848
        ...   
95    0.046962
96    0.047008
97    0.046287
98    0.047132
99    0.046411
Length: 100, dtype: float64",[0.0294249  0.02920738 0.02900119 ... 0.02533435 0.02541524 0.02549892],[0.03402855 0.03368049 0.03333083 ... 0.0525252  0.05286673 0.05321338]
16,16,2,2,1,52.15861302669017,4.763225555419922,1,320,"0     0.002685
1     0.005929
2     0.004111
3     0.002085
4     0.003346
        ...   
95    0.005159
96    0.005446
97    0.003455
98    0.003162
99    0.003512
Length: 100, dtype: float64","0     0.040322
1     0.038473
2     0.039547
3     0.039551
4     0.038236
        ...   
95    0.036914
96    0.037709
97    0.038309
98    0.037681
99    0.038130
Length: 100, dtype: float64",[0.02573021 0.02551886 0.0253032  ... 0.0084583  0.00842709 0.00839653],[0.02335519 0.02289964 0.02243718 ... 0.05153412 0.05130762 0.05107989]
17,16,2,2,1,48.00058226827699,4.6400041580200195,1,340,"0     0.004625
1     0.004735
2     0.003174
3     0.003712
4     0.003662
        ...   
95    0.004737
96    0.002650
97    0.002609
98    0.003453
99    0.003900
Length: 100, dtype: float64","0     0.058971
1     0.057902
2     0.056697
3     0.055946
4     0.055139
        ...   
95    0.063347
96    0.062175
97    0.062471
98    0.058731
99    0.055495
Length: 100, dtype: float64",[0.02053714 0.02021086 0.01988332 ... 0.02558224 0.02567443 0.02576531],[0.011329   0.01082197 0.01031584 ... 0.04973472 0.05000266 0.0502651 ]
18,16,2,2,1,58.37525995940267,4.663496971130371,1,360,"0     0.003215
1     0.003350
2     0.001708
3     0.004265
4     0.002533
        ...   
95    0.002845
96    0.002166
97    0.002415
98    0.005061
99    0.005083
Length: 100, dtype: float64","0     0.060118
1     0.062103
2     0.065953
3     0.069379
4     0.070008
        ...   
95    0.066340
96    0.064949
97    0.066662
98    0.065255
99    0.064264
Length: 100, dtype: float64",[0.01757389 0.01740822 0.01623055 ... 0.0069987  0.00696182 0.0069276 ],[0.00242391 0.00270351 0.00299603 ... 0.02569019 0.02556047 0.0254465 ]
19,16,2,2,1,47.631728737564835,4.783031940460205,1,380,"0     0.003868
1     0.003661
2     0.002554
3     0.002080
4     0.003002
        ...   
95    0.002345
96    0.001655
97    0.002973
98    0.002693
99    0.001811
Length: 100, dtype: float64","0     0.056779
1     0.063139
2     0.064120
3     0.061499
4     0.060772
        ...   
95    0.056326
96    0.057203
97    0.055163
98    0.055245
99    0.057245
Length: 100, dtype: float64",[0.01059771 0.01089284 0.01117717 ... 0.01370262 0.0135685  0.0134479 ],[0.00929625 0.00940167 0.00949843 ... 0.05189148 0.05165898 0.05142026]
